metric,classifier,adjuster,dataset,column,value
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
